"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","default","tot.payment","principal","interest"
1,"home_improvement",0.128,84,10.37349118,20,682,5492,3408,35.1,1,0,0,1,3024,2059.74143579095,964.258564209049
1,"debt_consolidation",0.1122,507.46,10.59663473,13.5,712,5368.958333,6513,34.3,3,0,1,1,18268.56,13047.3043543898,5221.2556456102
1,"educational",0.0743,124.31,10.59663473,3.45,772,1739.958333,330,11,0,0,0,0,4475.16,3581.00005106972,894.159948930279
1,"credit_card",0.087,63.32,11.15625052,6.07,712,2550,5967,19.8,1,0,0,0,2279.52,1755.87076188097,523.649238119035
1,"all_other",0.1091,130.79,9.798127037,18,707,2192,5533,79.6,1,0,0,0,4708.44,3394.16113792229,1314.27886207771
1,"home_improvement",0.0775,93.67,11.73606902,2.14,762,8370,21050,1,0,0,0,0,3372.12,2672.57286076726,699.547139232743
1,"all_other",0.0775,93.67,10.81977828,5.35,762,8370,21050,0.7,0,0,0,0,3372.12,2672.57286076726,699.547139232743
1,"all_other",0.087,88.65,11.69524702,15,742,3026,8155,14.9,1,0,0,0,3191.4,2458.27452685956,733.125473140436
1,"all_other",0.0964,128.41,11.51292546,15,722,3026,8155,14.9,1,0,0,0,4622.76,3461.81123116017,1160.94876883983
1,"home_improvement",0.087,94.98,11.03488966,12.23,737,2729.958333,3678,30.7,0,0,0,0,3419.28,2633.80614282145,785.473857178552
1,"debt_consolidation",0.1217,179.8,10.46310334,7.1,662,2944,2040,36.2,2,0,0,0,6472.8,4492.94676466103,1979.85323533897
1,"credit_card",0.1533,444.05,11.00209984,19.52,667,2700.958333,33074,68.8,2,0,0,0,15985.8,10092.5833082142,5893.2166917858
1,"all_other",0.0775,124.89,11.03165864,3.46,747,2519,1918,17.1,0,0,0,0,4496.04,3563.33537505309,932.704624946912
1,"credit_card",0.1533,644.3,11.40756495,5.24,662,1770,22379,62.2,0,0,0,0,23194.8,14643.9622238091,8550.83777619094
1,"small_business",0.0964,642.02,11.47210347,2.86,737,2190,10296,42.5,0,0,0,1,23112.72,17308.2473843895,5804.47261561052
1,"small_business",0.1154,104.76,9.61580548,12.24,672,1289.958333,2867,55.1,3,0,0,1,3771.36,2667.75068987743,1103.60931012257
1,"debt_consolidation",0.1122,157.66,10.30895266,12.36,682,1770,12310,86.1,0,0,0,0,5675.76,4053.59635146237,1622.16364853763
1,"debt_consolidation",0.087,383.87,11.91839057,4.8,767,13349.95833,61921,39.1,0,0,0,0,13819.32,10644.7585180551,3174.56148194494
1,"credit_card",0.1122,217.6,11.38509209,18,702,3725,16738,26.1,2,0,0,0,7833.6,5594.71372623501,2238.88627376499
1,"all_other",0.0807,297.99,11.05089001,3.49,792,5939,40384,9.2,1,0,0,0,10727.64,8420.95791465445,2306.68208534555
1,"debt_consolidation",0.0775,156.11,10.71441777,5,762,2131,1359,5.6,2,0,0,0,5619.96,4454.09788933892,1165.86211066108
1,"debt_consolidation",0.1154,329.95,12.32385568,20,727,10292,107501,44.8,2,0,0,0,11878.2,8402.29419745187,3475.90580254813
1,"all_other",0.0807,313.67,12.06104687,0.72,787,8010,3054,5.6,3,0,0,0,11292.12,8864.06211312346,2428.05788687654
1,"all_other",0.0807,297.99,11.40756495,2.44,792,8717.958333,40384,9.6,0,0,0,0,10727.64,8420.95791465445,2306.68208534555
1,"home_improvement",0.0933,239.65,11.44035477,9.66,792,4529,128000,0,3,0,0,0,8627.4,6521.10072850356,2106.29927149644
1,"debt_consolidation",0.0712,61.87,11.6784399,0.43,772,5936,4709,18.5,0,0,0,0,2227.32,1798.94263808773,428.37736191227
1,"all_other",0.1186,94.47,10.71441777,2.8,667,5460,2850,75,0,1,0,0,3400.92,2382.7278415274,1018.1921584726
1,"small_business",0.1501,73.68,11.47210347,16.89,702,4080,51,0,0,0,0,1,2652.48,1690.78860693854,961.691393061457
1,"home_improvement",0.0807,313.67,11.91839057,5.84,792,5364.958333,37152,3.7,0,0,0,0,11292.12,8864.06211312346,2428.05788687654
1,"debt_consolidation",0.0933,543.2,11.22524339,9.55,762,5699.958333,3839,16.6,1,0,0,0,19555.2,14780.9802450371,4774.21975496293
1,"home_improvement",0.0807,313.67,11.35040654,3.11,797,5363.958333,37152,3.7,0,0,0,0,11292.12,8864.06211312346,2428.05788687654
1,"credit_card",0.1217,266.37,11.15625052,10.2,672,3598.958333,26283,39.5,0,1,0,1,9589.32,6656.20817409766,2933.11182590234
1,"debt_consolidation",0.1028,210.6,10.71441777,5.87,692,1741.958333,5607,42.2,0,0,0,0,7581.6,5569.60568711484,2011.99431288516
1,"all_other",0.1249,234.15,10.04324949,5.01,662,1110,1061,81.9,3,0,0,0,8429.4,5795.17453824532,2634.22546175468
1,"debt_consolidation",0.1028,323.99,11.69524702,14.4,722,4679.958333,56740,77.5,1,0,0,0,11663.64,8568.35967031499,3095.28032968501
1,"credit_card",0.1059,235.96,10.95080655,7.22,712,5519,40598,77.3,1,0,0,0,8494.56,6182.52002017556,2312.03997982444
1,"debt_consolidation",0.1438,352.22,11.1844214,17.83,687,1289.958333,3815,6.5,1,0,0,0,12679.92,8236.86359543583,4443.05640456417
1,"all_other",0.0743,117.31,11.69524702,0,772,3929.958333,0,0,1,0,0,0,4223.16,3379.35094514511,843.809054854888
1,"debt_consolidation",0.0712,64.96,11.60823564,0.22,812,16213,50,0.3,0,0,0,0,2338.56,1888.78800339711,449.771996602894
1,"small_business",0.1565,699.69,11.42954386,1.53,667,3603.958333,4569,56.4,1,0,0,0,25188.84,15750.955644691,9437.88435530898
1,"educational",0.1059,195.27,9.852194258,8.15,692,3089.958333,8528,86.1,0,0,0,0,7029.72,5116.37855712698,1913.34144287302
1,"credit_card",0.1122,295.59,10.3859137,22.15,747,2788.958333,14345,45.8,0,0,0,0,10641.24,7599.9146614789,3041.3253385211
1,"small_business",0.1122,217.59,10.81977828,18.38,707,3359,113,2.4,1,0,0,0,7833.24,5594.45661622921,2238.78338377079
1,"debt_consolidation",0.1375,263.09,11.03811028,9.8,677,3089.958333,12231,81,3,0,0,1,9471.24,6269.89644422609,3201.34355577391
1,"debt_consolidation",0.1467,248.43,10.95080655,20.76,667,3750,13552,69.1,0,1,0,0,8943.48,5759.3508873422,3184.1291126578
1,"credit_card",0.1028,194.4,11.37710574,10.6,692,2489.958333,16813,63.9,0,0,0,0,6998.4,5141.1744804137,1857.2255195863
1,"debt_consolidation",0.1249,301.04,10.57131693,5.08,667,3690,26233,62.9,3,0,1,1,10837.44,7450.69119365095,3386.74880634905
1,"all_other",0.0743,163.92,11.35040654,2.64,782,9210,5760,16,0,0,0,0,5901.12,4722.04592045168,1179.07407954832
1,"all_other",0.1028,150.66,10.727663,3.26,687,6509.958333,105,35,1,1,0,1,5423.76,3984.41022232062,1439.34977767938
1,"debt_consolidation",0.1122,217.59,10.9525594,13.77,682,2160,11490,95.7,0,0,0,0,7833.24,5594.45661622921,2238.78338377079
1,"home_improvement",0.1312,85.23,10.59663473,20.67,692,5250,17641,30.5,3,1,0,0,3068.28,2069.93487205754,998.345127942459
1,"all_other",0.1122,328.43,10.30895266,20.4,742,3270,0,0,3,0,0,0,11823.48,8444.26392053017,3379.21607946982
1,"all_other",0.0807,165.47,10.91508846,12,797,8790,12430,19.2,1,0,0,0,5956.92,4676.04921687933,1280.87078312067
1,"debt_consolidation",0.1091,140.6,10.49127422,9.87,707,1560,12323,44,0,0,0,0,5061.6,3648.74268668763,1412.85731331237
1,"all_other",0.1028,98.01,11.40756495,9.13,697,3300,38624,97.8,0,0,0,0,3528.36,2592.00880054191,936.351199458094
1,"small_business",0.1217,166.48,9.210340372,0,662,2250,875,54.7,2,1,0,1,5993.28,4160.09887308548,1833.18112691452
1,"small_business",0.1249,284.32,11.35040654,6.38,667,7229.958333,1196,12,3,4,0,0,10235.52,7036.87390439423,3198.64609560577
1,"small_business",0.1438,194.15,13.08154138,2.4,697,2759.958333,26628,60.4,3,1,0,0,6989.4,4540.30738474211,2449.09261525789
1,"all_other",0.1028,138.51,10.34174248,24.81,767,5789.958333,6752,24.6,2,0,0,0,4986.36,3663.08681729476,1323.27318270524
1,"debt_consolidation",0.1249,70.25,9.433483923,14.4,662,1469,458,91.6,1,0,0,1,2529,1738.67611066297,790.323889337034
1,"credit_card",0.0838,252.1,11.56171563,9.71,752,3508.958333,16786,44.7,0,0,0,0,9075.6,7058.19599219262,2017.40400780738
1,"all_other",0.0901,263.19,11.69524702,12.16,742,9719.958333,7336,29.9,0,0,0,0,9474.84,7230.72902400004,2244.11097599996
1,"all_other",0.0933,104.65,11.03488966,3.83,702,3690,7089,41.9,1,0,0,0,3767.4,2847.62441576423,919.775584235771
1,"debt_consolidation",0.0807,172.53,10.89673933,6.29,742,5100,18388,68.9,0,0,0,0,6211.08,4875.55914297571,1335.52085702429
1,"credit_card",0.0996,38.7,10.37349118,1.13,677,1920,613,76.6,2,0,0,0,1393.2,1033.34721800289,359.852781997109
1,"educational",0.1249,100.35,10.2791805,12.77,662,1110,566,51.5,3,1,0,1,3612.6,2483.64623067656,1128.95376932344
1,"debt_consolidation",0.128,335.98,10.50232405,18.92,682,2219,9166,50.4,1,0,0,0,12095.28,8238.47532853623,3856.80467146377
1,"all_other",0.1091,163.49,10.57131693,11.78,707,4889,5406,33.4,0,0,1,1,5885.64,4242.7663004734,1642.8736995266
1,"all_other",0.0996,32.25,10.46310334,5.83,687,2158.958333,1188,3,2,0,0,1,1161,861.122681669076,299.877318330924
1,"educational",0.0996,96.75,9.798127037,15.4,707,11248.95833,12003,40.4,1,0,0,0,3483,2583.36804500723,899.631954992773
1,"all_other",0.1059,72.42,11.00209984,8.14,707,4800,20511,62,1,0,0,1,2607.12,1897.51695143717,709.603048562833
1,"small_business",0.0964,90.68,11.15625052,18,732,3691,55720,10,2,0,0,0,3264.48,2444.64638611949,819.833613880506
1,"all_other",0.0807,259.58,10.79957558,9.89,772,9870,7744,17.1,0,0,0,0,9344.88,7335.52218358335,2009.35781641665
1,"all_other",0.0964,169.32,11.15625052,17.57,737,5429.958333,51761,38,1,0,0,0,6095.52,4564.70584580671,1530.81415419329
1,"credit_card",0.1154,205.4,10.71441777,17.76,717,1500,579,23.2,0,0,0,0,7394.4,5230.58411321902,2163.81588678098
1,"debt_consolidation",0.1312,162.01,11.35040654,16.87,707,9059.958333,34776,54.3,0,0,0,1,5832.36,3934.64916839191,1897.71083160809
1,"debt_consolidation",0.1028,226.8,10.92233487,10.05,692,1890,8047,33.8,0,0,0,0,8164.8,5998.03689381598,2166.76310618402
1,"all_other",0.1059,162.73,9.61580548,24.4,737,3209.958333,0,0,3,0,0,0,5858.28,4263.77980540417,1594.50019459583
1,"debt_consolidation",0.1154,158.38,10.1266311,18.19,672,2586,409,81.8,0,1,0,0,5701.68,4033.20307620072,1668.47692379928
1,"small_business",0.0901,795.11,10.95080655,8.93,822,9696.958333,185,0.5,0,0,0,0,28623.96,21844.3898106793,6779.57018932074
1,"debt_consolidation",0.0996,158.83,11.33857208,4.84,727,6330,48251,50.1,2,0,0,0,5717.88,4240.99583037207,1476.88416962793
1,"all_other",0.1028,97.2,10.54534144,19.93,687,2580,772,96.5,0,0,0,0,3499.2,2570.58724020685,928.612759793151
1,"debt_consolidation",0.1154,263.97,10.81977828,8.04,672,3089,1019,4.5,1,1,0,0,9502.92,6722.09001152105,2780.82998847895
1,"small_business",0.1091,404.62,10.75177778,16.39,692,5640,8332,39.9,2,0,0,0,14566.32,10500.3859593709,4065.93404062911
1,"all_other",0.0775,307.53,11.15625052,9.09,797,6089.958333,1790,4.5,1,0,0,0,11071.08,8774.38167899813,2296.69832100187
1,"debt_consolidation",0.128,839.95,11.22524339,24.85,722,6330,62739,74.7,3,0,0,1,30238.2,20596.1883213406,9642.01167865942
1,"all_other",0.1059,269.31,11.59910316,24.01,767,4665.958333,29901,71.2,2,0,0,1,9695.16,7056.34203523258,2638.81796476742
1,"debt_consolidation",0.1186,265.18,10.858999,11.31,667,1560,5867,74.3,1,0,0,0,9546.48,6688.38540294523,2858.09459705477
1,"home_improvement",0.0964,802.47,11.26446411,0.8,732,2129.958333,10605,22.1,1,0,0,0,28888.92,21633.8264828993,7255.09351710067
1,"debt_consolidation",0.1091,505.16,11.69524702,16.97,697,9659,57196,44.5,3,0,0,1,18185.76,13109.5224438629,5076.23755613712
1,"home_improvement",0.0901,318.05,12.52452638,2.97,712,4919,481,80.2,2,0,0,1,11449.8,8737.92076478291,2711.87923521709
1,"educational",0.0838,315.12,10.30895266,4.2,737,1560,2282,19,1,0,0,0,11344.32,8822.6050022203,2521.7149977797
1,"all_other",0.1091,130.79,9.574983486,8.92,672,1140,3614,61.3,1,0,0,0,4708.44,3394.16113792229,1314.27886207771
1,"debt_consolidation",0.1059,227.82,11.05879518,8.5,682,6839.958333,14930,79,1,0,1,0,8201.52,5969.2393244465,2232.2806755535
1,"credit_card",0.0996,643.36,11.66134547,13.07,727,10529.95833,33989,82.9,0,0,0,0,23160.96,17178.6632086393,5982.29679136073
1,"all_other",0.147,51.78,10.1266311,3.84,632,1530,1238,61.9,1,1,0,0,1864.08,1199.33547646852,664.744523531484
1,"educational",0.0901,572.48,10.62132735,15.37,747,7500,4746,18.5,2,0,0,0,20609.28,15727.9826424239,4881.2973575761
1,"all_other",0.0775,149.87,9.952277717,6.34,752,3029,3470,25.5,0,0,0,0,5395.32,4276.05951364566,1119.26048635434
1,"all_other",0.0996,96.75,11.03488966,11.98,682,1799,12640,83.2,0,0,0,0,3483,2583.36804500723,899.631954992773
1,"home_improvement",0.0712,92.8,11.44035477,0,812,8250,368,1.2,0,0,0,0,3340.8,2698.26857628158,642.531423718421
1,"credit_card",0.1091,192.09,11.09741002,19.82,677,4290,30597,89.5,1,1,0,0,6915.24,4984.97142735296,1930.26857264704
1,"all_other",0.1154,593.92,10.20359214,10.8,682,5050,8537,75.5,0,0,0,0,21381.12,15124.3842089729,6256.73579102708
1,"debt_consolidation",0.1091,392.36,10.46310334,15.74,692,1500.041667,15649,54.5,2,0,0,0,14124.96,10182.2239014848,3942.73609851524
1,"educational",0.0775,156.11,10.858999,9.55,767,12960.04167,4067,7.3,0,0,0,0,5619.96,4454.09788933892,1165.86211066108
1,"debt_consolidation",0.1028,155.52,10.46310334,7.51,687,2795,5836,68.7,0,0,1,0,5598.72,4112.93958433096,1485.78041566904
1,"credit_card",0.1028,485.99,11.38509209,11.95,702,5070,24615,94.7,0,0,0,0,17495.64,12852.6717373264,4642.9682626736
1,"all_other",0.1028,116.64,10.30895266,7.88,687,5130.041667,7600,71.7,0,0,1,0,4199.04,3084.70468824822,1114.33531175178
1,"debt_consolidation",0.1122,223.34,10.83958091,18.68,682,1889.041667,9495,87.9,2,0,0,1,8040.24,5742.29486956493,2297.94513043507
1,"credit_card",0.0775,149.87,9.903487553,10.26,757,6330.041667,4921,30.4,0,0,0,0,5395.32,4276.05951364566,1119.26048635434
1,"educational",0.1154,211.17,11.46163217,1.83,667,3421.041667,11200,23.2,1,0,0,0,7602.12,5377.51921708111,2224.60078291889
1,"debt_consolidation",0.0743,186.45,11.13730067,6.11,777,7440.041667,2444,5.6,3,0,0,0,6712.2,5371.0679713776,1341.1320286224
1,"debt_consolidation",0.0933,790.86,11.00209984,0.82,767,2100,916,6.8,0,0,0,0,28470.96,21520.0405680965,6950.91943190351
1,"small_business",0.0901,795.11,13.33100224,3.83,782,3660,148829,6.6,5,0,0,1,28623.96,21844.3898106793,6779.57018932074
1,"credit_card",0.087,126.65,10.69194491,18.71,747,3630,3209,12.6,0,0,0,0,4559.4,3512.01882489299,1047.38117510701
1,"credit_card",0.1091,294.27,11.28978191,17.17,677,3840.041667,7570,82.3,0,0,0,0,10593.72,7636.66792611357,2957.05207388643
1,"debt_consolidation",0.1091,404.62,11.28978191,9.23,687,2519,13126,96.5,0,0,1,0,14566.32,10500.3859593709,4065.93404062911
1,"debt_consolidation",0.1186,397.77,11.91839057,20.48,687,4452.041667,66654,51.6,1,0,0,0,14319.72,10032.5781044178,4287.14189558215
1,"debt_consolidation",0.0743,178.68,11.46163217,1.2,812,16259.04167,50,0.3,0,0,0,0,6432.48,5147.23746380129,1285.24253619872
1,"educational",0.1028,29.16,9.392661929,16.7,687,2069,3084,65.6,3,0,0,1,1049.76,771.176172062055,278.583827937945
1,"small_business",0.0996,417.62,11.42954386,6.48,712,5610.041667,2598,23.8,1,0,0,0,15034.32,11151.0714517408,3883.24854825925
1,"credit_card",0.1059,130.18,11.03488966,17.81,682,6330.041667,18168,68.5,2,0,0,0,4686.48,3410.91903808465,1275.56096191535
1,"all_other",0.1122,98.53,10.40134951,22.79,682,9389,24218,85.3,2,0,0,0,3547.08,2533.30488715963,1013.77511284037
1,"all_other",0.0807,15.69,9.798127037,4.27,722,1470,0,0,0,0,0,0,564.84,443.386790432324,121.453209567676
1,"credit_card",0.1091,523.14,12.20607265,10.7,697,7320,72303,73.7,1,0,0,0,18833.04,13576.1255271249,5256.91447287507
1,"all_other",0.087,557.23,11.9381932,0.12,757,1128.041667,1032,5,0,0,0,0,20060.28,15452.050926136,4608.22907386402
